GEOID,INDUSTRY_CODE,SOURCE_NAICS,ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT_NOISE_FLAG,FIRST_QUARTER_PAYROLL_THOUSANDS,FIRST_QUARTER_PAYROLL_NOISE_FLAG,ANNUAL_PAYROLL_THOUSANDS,ANNUAL_PAYROLL_NOISE_FLAG
08023,23,23----,3,10,G,105,J,468,J
08023,31,31----,3,78,J,1052,J,4221,J
08023,44,44----,13,74,H,454,H,1977,H
08023,53,53----,3,40,H,498,H,2672,H
08023,56,56----,4,7,J,31,J,173,J
08023,62,62----,5,30,H,214,G,913,G
08023,72,72----,6,32,H,131,G,828,H
08023,81,81----,7,21,J,132,H,575,G
08025,TOTAL,------,41,481,H,6762,H,27153,H
08025,22,22----,3,16,J,161,G,707,H
08025,23,23----,6,12,G,65,J,1140,J
08025,44,44----,9,52,J,441,G,1751,G
08025,54,54----,3,9,J,85,H,115,H
08025,62,62----,5,78,J,657,J,2883,J
08025,81,81----,4,14,J,62,H,255,J
08027,TOTAL,------,170,717,G,5945,G,26940,G
08027,23,23----,37,96,H,990,G,4497,G
08027,31,31----,11,46,J,503,J,2242,J
08027,42,42----,5,11,J,77,G,385,G
08027,44,44----,24,186,G,1449,G,5974,G
08027,48,48----,6,20,J,217,J,928,J
08027,51,51----,6,10,J,116,H,575,G
08027,52,52----,5,14,J,230,H,1182,G
08027,53,53----,12,19,G,178,G,742,G
08027,54,54----,6,20,H,199,H,845,H
08027,56,56----,6,20,J,151,J,756,J
08027,62,62----,7,54,G,590,J,2322,H
08027,72,72----,22,113,H,471,G,2765,G
08027,81,81----,17,93,G,705,H,3438,H
08029,TOTAL,------,878,6516,G,66564,G,295388,G
08029,11,11----,10,94,J,1534,J,8222,J
08029,21,21----,6,58,J,902,J,3904,J
08029,22,22----,16,53,H,1054,G,3835,G
08029,23,23----,141,548,G,6596,G,38282,G
08029,31,31----,50,419,G,4691,G,19833,G
08029,42,42----,33,221,H,2653,G,11178,G
08029,44,44----,106,1259,H,10912,H,43988,H
08029,48,48----,24,62,G,574,G,3520,G
08029,51,51----,21,138,H,1302,H,5461,H
08029,52,52----,49,260,G,3968,G,15392,G
08029,53,53----,52,491,J,4905,J,21421,H
08029,54,54----,65,188,H,2319,G,11194,G
08029,56,56----,27,206,H,1379,H,7256,H
08029,61,61----,7,70,H,549,H,2440,H
08029,62,62----,77,1354,G,16349,H,70962,H
08029,71,71----,23,51,G,753,H,2229,H
08029,72,72----,77,744,G,3648,G,16500,G
08029,81,81----,93,299,H,2432,G,9689,G
08031,TOTAL,------,27422,489563,G,11637449,G,43945098,G
08031,11,11----,11,175,J,1530,J,6933,J
08031,21,21----,159,4177,G,375807,H,1057921,H
08031,22,22----,42,3323,J,177700,H,652466,G
08031,23,23----,1607,18066,G,372217,G,1528879,G
08031,31,31----,693,15529,G,253530,G,994798,G
08031,42,42----,1158,20872,G,488550,G,1871108,G
08031,44,44----,2348,32628,G,345780,G,1413582,G
08031,48,48----,608,38216,H,887159,H,3578357,H
08031,51,51----,708,24258,G,1136371,G,4787074,H
08031,52,52----,1702,30653,G,1602521,G,4605186,G
08031,53,53----,2415,14243,G,326631,H,1223690,G
08031,54,54----,5579,65024,G,1971912,G,8036050,G
08031,55,55----,271,18483,G,1002165,G,2894779,G
08031,56,56----,1266,44301,G,530545,G,2047529,G
08031,61,61----,539,18012,H,229697,H,980488,H
08031,62,62----,2838,58697,G,1019758,G,4267516,G
08031,71,71----,568,10355,G,197527,G,973461,G
08031,72,72----,2480,54188,G,487610,G,2034569,G
08031,81,81----,2415,18346,G,230160,G,988835,G
08031,99,99----,15,17,J,279,H,1877,J
08033,TOTAL,------,67,327,G,3179,G,15050,G
08033,23,23----,7,11,J,107,G,683,G
08033,31,31----,3,12,J,322,J,1317,J
08033,42,42----,4,26,H,212,G,1144,G
08033,44,44----,9,64,J,397,J,1740,J
08033,48,48----,6,53,J,638,J,2618,J
08033,53,53----,4,15,J,175,J,1083,J
08033,54,54----,10,5,G,40,J,375,H
08033,62,62----,4,32,J,365,J,1558,J
08033,72,72----,11,89,J,720,J,3430,J
08035,TOTAL,------,10563,132499,G,2441071,G,9561180,G
08035,11,11----,25,69,H,598,G,3070,G
08035,21,21----,37,205,H,17304,H,100061,H
08035,22,22----,10,291,H,8256,J,34691,J
08035,23,23----,1038,13769,G,271931,G,1135203,G
08035,31,31----,159,8826,H,326190,J,1129211,J
08035,42,42----,370,4881,G,108918,G,441881,G
08035,44,44----,958,20748,G,209816,G,891142,G
08035,48,48----,147,2346,G,29774,G,123094,G
08035,51,51----,245,5863,H,201177,H,749772,H
08035,52,52----,793,6148,H,224906,H,822339,H
08035,53,53----,933,2192,G,35022,G,161523,G
08035,54,54----,2026,10153,H,258514,G,1050688,G
08035,55,55----,67,1373,J,104589,J,305687,J
08035,56,56----,497,9689,H,144936,H,528605,H
08035,61,61----,233,3693,G,33377,G,149625,G
08035,62,62----,1184,17821,G,283090,G,1141038,G
08035,71,71----,209,3085,G,19930,G,91972,G
08035,72,72----,677,14964,G,99142,G,423460,G
08035,81,81----,950,6381,G,63589,G,278032,G
08035,99,99----,5,2,G,12,G,86,G
08037,TOTAL,------,3664,36282,G,508741,G,2058119,G
08037,11,11----,7,6,J,84,G,436,G
08037,22,22----,10,44,G,1374,G,5441,H
08037,23,23----,691,3406,G,61261,G,285959,G
08037,31,31----,49,388,H,5484,H,23071,H
08037,42,42----,85,451,G,8090,G,34922,G
08037,44,44----,390,4149,G,47173,G,176753,G
08037,48,48----,88,1091,G,13652,G,46944,G
08037,51,51----,48,328,H,5244,H,22197,H
08037,52,52----,129,787,H,17673,H,64486,H
08037,53,53----,462,2326,G,37504,H,143925,G
08037,54,54----,507,1416,H,25708,G,114421,G
08037,55,55----,7,326,G,5845,G,19523,G
08037,56,56----,254,2445,G,25643,G,118809,G
08037,61,61----,41,388,H,4153,G,18369,G
08037,62,62----,212,3095,H,64800,H,281086,H
08037,71,71----,98,5457,H,65067,H,293506,H
08037,72,72----,307,8631,G,102194,G,334420,G
08037,81,81----,275,1538,G,17624,G,72771,G
08039,TOTAL,------,722,3474,G,38884,G,170258,G
08039,11,11----,8,15,J,109,J,560,J
08039,23,23----,198,1043,G,15704,G,68155,G
08039,31,31----,23,151,J,1574,H,6766,H
08039,42,42----,33,77,G,1038,H,4648,H
08039,44,44----,45,527,H,4506,H,17711,H
08039,48,48----,30,66,G,668,H,2903,G
08039,51,51----,9,35,J,579,H,2651,H
08039,52,52----,29,83,G,1124,G,5126,G
08039,53,53----,39,81,J,668,J,3013,H
08039,54,54----,90,221,G,3096,G,13495,G
08039,55,55----,3,3,G,123,J,723,J
08039,56,56----,58,198,H,2028,H,10827,H
08039,61,61----,7,31,G,127,H,808,G
08039,62,62----,31,198,J,2257,H,9852,G
08039,71,71----,10,29,J,265,H,2698,G
08039,72,72----,34,462,H,2501,H,10615,G
08039,81,81----,71,250,G,2493,G,9607,G
08041,TOTAL,------,18852,267012,G,3974353,G,15931734,G
08041,11,11----,13,16,J,121,H,580,H
08041,21,21----,14,272,J,5500,J,27191,J
08041,22,22----,14,248,J,7187,J,26908,J
08041,23,23----,1997,15370,G,239674,G,1035206,G
08041,31,31----,438,11485,H,222637,H,885737,H
08041,42,42----,537,7105,G,305031,H,1069894,H
08041,44,44----,1993,33999,G,330292,G,1333625,G
08041,48,48----,372,10698,H,117234,G,452445,G
08041,51,51----,334,6989,G,153544,G,596410,G
08041,52,52----,1140,13153,H,346814,H,1174801,H
08041,53,53----,1606,4602,G,60406,G,258510,G
08041,54,54----,2662,31827,G,768414,G,3136738,G
08041,55,55----,79,1710,J,36918,H,148508,H
08041,56,56----,989,12695,G,147015,G,595717,G
08041,61,61----,352,9304,H,92360,H,374183,H
08041,62,62----,2405,44725,G,622450,G,2632650,G
08041,71,71----,341,4712,G,28763,G,127578,G
08041,72,72----,1637,34237,G,216384,G,922861,G
08041,81,81----,1916,23777,G,273387,G,1131585,G
08041,99,99----,13,88,J,222,H,607,G
08043,TOTAL,------,938,8603,G,85687,G,362708,G
08043,11,11----,4,1,G,7,J,80,J
08043,21,21----,10,64,J,1289,J,5146,J
08043,22,22----,6,50,J,1146,J,4685,J
08043,23,23----,147,689,G,7977,G,37001,G
08043,31,31----,38,387,H,7209,J,29889,H
08043,42,42----,23,204,G,2685,G,9954,G
08043,44,44----,122,1716,H,14728,H,56942,H
08043,48,48----,26,255,J,2078,J,9554,J
08043,51,51----,16,98,H,1190,H,4672,H
08043,52,52----,46,177,H,2772,G,10723,G
08043,53,53----,59,193,G,1652,G,6742,G
08043,54,54----,67,270,G,3013,G,13765,G
08043,56,56----,37,281,G,2745,H,11594,H
08043,61,61----,7,26,J,89,H,520,H
08043,62,62----,104,2255,H,26572,G,112051,G
08043,71,71----,20,174,H,928,H,6821,H
08043,72,72----,103,1325,G,6666,G,29843,G
08043,81,81----,101,437,G,2930,G,12668,G
08045,TOTAL,------,2705,21223,G,310881,G,1304741,G
08045,11,11----,6,10,G,66,G,317,G
08045,21,21----,36,491,H,15026,H,52994,H
08045,22,22----,11,206,G,5967,G,25861,H
08045,23,23----,617,3568,G,57176,G,263090,G
08045,31,31----,40,272,G,4259,G,17950,G
08045,42,42----,71,489,G,10748,G,35573,G
08045,44,44----,268,3454,G,35968,G,154997,G
08045,48,48----,72,408,H,6352,G,25022,G
08045,51,51----,39,172,G,2206,G,8164,G
08045,52,52----,109,849,H,21580,H,71538,H
08045,53,53----,185,455,G,5437,G,27909,G
08045,54,54----,355,1145,H,20572,G,93311,G
08045,55,55----,10,272,H,8970,J,28955,H
08045,56,56----,171,943,H,13494,H,63832,G
08045,61,61----,35,368,G,3182,G,14648,G
08045,62,62----,195,3497,G,61673,H,256345,H
08045,71,71----,52,600,H,5320,H,22725,H
08045,72,72----,219,3058,G,21882,G,93913,G
08045,81,81----,211,961,G,10943,G,47264,G
08045,99,99----,3,5,J,60,J,333,H
08047,TOTAL,------,144,4513,G,61333,G,249943,G
08047,11,11----,3,6,J,39,J,275,J
08047,23,23----,26,63,G,755,H,3725,G
08047,31,31----,3,9,G,58,G,322,G
08047,42,42----,3,4,J,29,J,136,H
08047,44,44----,9,14,G,125,J,557,J
08047,51,51----,3,4,G,30,J,80,J
08047,53,53----,7,13,J,116,H,541,H
08047,54,54----,23,29,J,334,G,1809,G
08047,56,56----,10,39,H,489,G,2330,G
08047,61,61----,3,21,J,291,J,962,J
08047,62,62----,4,15,J,132,H,501,H
08047,71,71----,16,1412,G,14244,H,59170,H
08047,72,72----,19,2821,G,44053,G,176190,G
08047,81,81----,11,56,J,333,H,1344,H
08049,TOTAL,------,917,8294,G,97216,G,370591,G
08049,11,11----,3,1,G,24,J,277,G
08049,21,21----,4,279,J,12693,J,34572,J
08049,22,22----,6,76,G,2095,H,9206,H
08049,23,23----,199,754,G,10864,G,52532,G
08049,31,31----,21,197,H,2209,H,8758,H
08049,42,42----,16,29,J,369,J,1719,J
08049,44,44----,101,775,H,8361,H,34873,H
08049,48,48----,15,183,H,2514,H,8204,H
08049,51,51----,10,38,H,406,G,1824,G
08049,52,52----,30,85,J,1542,H,6323,H
08049,53,53----,107,396,G,4288,G,19234,G
08049,54,54----,91,204,H,2772,H,12107,G
08049,56,56----,46,173,G,1862,G,8713,G
08049,61,61----,7,63,J,466,J,1709,J
08049,62,62----,34,502,H,6917,H,30126,H
08049,71,71----,28,1843,H,13632,J,38357,H
08049,72,72----,135,2046,G,18658,G,73289,G
08049,81,81----,62,647,H,7506,H,28617,H
08051,TOTAL,------,1191,7194,G,77633,G,335477,G
08051,21,21----,4,349,H,7374,J,32549,J
08051,22,22----,6,43,J,1072,H,4403,H
08051,23,23----,240,853,G,11353,G,57813,G
08051,31,31----,29,156,G,1226,G,5548,G
08051,42,42----,12,30,H,675,G,2140,G
08051,44,44----,131,1091,G,8978,G,36400,G
08051,48,48----,20,213,G,2195,H,8542,H
08051,51,51----,18,80,J,1136,H,4734,H
08051,52,52----,35,143,H,2498,H,10847,H
08051,53,53----,109,262,G,3434,G,14639,G
08051,54,54----,165,340,H,4716,G,22670,G
08051,56,56----,75,237,H,2356,G,12454,G
08051,61,61----,12,20,H,147,J,1169,G
08051,62,62----,61,726,H,10493,H,46503,H
08051,71,71----,43,304,H,2154,H,10672,H
08051,72,72----,128,2017,H,14616,G,50955,G
08051,81,81----,100,321,G,3128,G,13084,G
08053,TOTAL,------,66,127,G,980,G,5925,G
08053,23,23----,9,18,J,210,G,852,G
08053,44,44----,11,19,J,106,H,584,G
08053,51,51----,3,11,J,19,J,94,H
08053,53,53----,8,25,H,218,H,1159,H
08053,54,54----,3,3,J,13,J,96,J
08053,72,72----,16,20,J,107,G,1774,G
08053,81,81----,6,9,J,75,J,421,J
08055,TOTAL,------,164,1235,G,12612,H,56571,H
08055,23,23----,21,96,J,1526,J,7359,J
08055,44,44----,30,316,G,2383,G,10182,G
08055,48,48----,4,6,G,48,H,196,G
08055,51,51----,5,25,G,241,G,964,G
08055,52,52----,5,17,J,195,H,819,H
08055,53,53----,14,32,G,273,G,1367,G
08055,54,54----,15,32,J,279,H,1370,H
08055,62,62----,13,400,H,5294,H,23569,H
08055,71,71----,6,9,J,40,J,665,J
08055,72,72----,26,180,G,960,G,4691,G
08055,81,81----,13,35,H,295,J,950,H
08057,TOTAL,------,64,320,H,3013,H,14082,H
08057,11,11----,3,7,J,127,G,546,G
08057,21,21----,3,37,J,428,J,2424,J
08057,23,23----,8,56,J,857,J,3401,J
08057,44,44----,11,70,G,542,G,2711,G
08057,48,48----,5,13,G,129,H,556,H
08057,54,54----,4,10,J,75,H,359,H
08057,56,56----,4,10,J,88,G,350,H
08057,71,71----,6,14,J,72,H,463,G
08057,72,72----,10,59,G,282,J,1362,J
08057,81,81----,3,2,G,5,G,28,H
08059,TOTAL,------,17999,210701,G,3199581,G,13042570,G
08059,11,11----,23,119,H,1947,J,8513,J
08059,21,21----,58,414,H,12878,G,53952,G
08059,22,22----,32,806,J,26005,J,102828,J
08059,23,23----,2099,16519,G,294834,G,1260756,G
08059,31,31----,462,10557,G,241441,G,886050,G
08059,42,42----,619,5469,G,122740,G,504966,G
08059,44,44----,1778,30504,G,289350,G,1200219,G
08059,48,48----,210,2818,G,65927,H,210172,H
08059,51,51----,323,4296,G,108632,G,410127,G
08059,52,52----,1085,15098,H,250003,G,908569,G
08059,53,53----,1274,3422,G,53215,G,228087,G
08059,54,54----,3273,26570,G,648873,G,2687132,G
08059,55,55----,100,6444,H,147345,H,594500,H
08059,56,56----,931,12752,G,137714,G,597995,G
08059,61,61----,334,4858,G,45806,G,199452,G
08059,62,62----,2068,29926,G,445315,G,1861544,G
08059,71,71----,352,3413,G,22986,G,107990,G
08059,72,72----,1359,25657,G,168885,G,735717,G
08059,81,81----,1606,10997,G,115125,G,483060,G
08059,99,99----,13,62,J,560,J,941,G
08061,TOTAL,------,38,289,H,3085,H,12346,H
08061,42,42----,9,45,J,653,H,2377,G
08061,44,44----,8,93,G,644,G,2751,G
08061,48,48----,3,13,J,371,J,1144,J
08061,54,54----,3,6,G,73,H,354,H
08061,62,62----,4,99,J,994,J,4275,J
08063,TOTAL,------,275,1948,G,22201,G,90805,G
08063,11,11----,5,31,J,328,J,1717,J
08063,21,21----,5,33,J,270,H,1131,H
08063,22,22----,10,57,J,1487,H,5632,H
08063,23,23----,28,173,G,2016,G,9265,G
08063,31,31----,6,99,G,1065,G,4811,G
08063,42,42----,27,269,G,4292,G,17795,G
08063,44,44----,37,443,G,3619,G,14826,G
08063,48,48----,10,35,J,612,H,2685,H
08063,51,51----,8,39,H,254,G,1018,G
08063,52,52----,23,99,H,1686,G,6074,G
08063,53,53----,12,26,J,218,J,845,H
08063,54,54----,17,48,H,371,H,1616,H
08063,56,56----,7,24,H,209,G,878,G
08063,62,62----,26,228,G,2534,H,10977,H
08063,71,71----,3,3,J,10,J,127,G
08063,72,72----,24,253,G,1353,G,6240,G
08063,81,81----,26,83,G,807,G,3570,G
08065,TOTAL,------,253,1702,G,16867,G,67287,G
08065,23,23----,57,197,H,2352,H,10115,H
08065,31,31----,7,118,H,1368,G,6363,G
08065,42,42----,5,11,J,101,G,475,G
08065,44,44----,34,217,G,1725,G,7418,G
08065,48,48----,5,22,H,157,H,1009,H
08065,51,51----,3,7,J,76,J,157,H
08065,52,52----,5,23,H,350,G,1321,G
08065,53,53----,17,36,H,217,G,1360,G
08065,54,54----,14,32,G,324,H,1468,G
08065,56,56----,14,62,G,404,G,1653,G
08065,61,61----,5,48,H,497,H,2025,H
08065,62,62----,15,244,H,3638,H,13215,H
08065,71,71----,13,215,J,2039,J,5090,J
08065,72,72----,34,349,G,2336,G,9182,G
08065,81,81----,20,59,J,445,G,1977,G
08067,TOTAL,------,2447,20351,G,251661,G,1091384,G
08067,11,11----,4,27,J,258,H,1138,H
08067,21,21----,14,307,J,8998,J,42266,J
08067,22,22----,9,149,H,3442,H,16860,H
08067,23,23----,357,1895,G,26880,G,122282,G
08067,31,31----,69,809,H,15763,H,63873,H
08067,42,42----,57,531,G,11698,G,45062,G
08067,44,44----,285,3512,G,32259,G,136063,G
08067,48,48----,43,553,H,7413,H,31000,H
08067,51,51----,45,319,H,3820,G,15732,G
08067,52,52----,101,531,H,11896,G,44134,G
08067,53,53----,182,410,G,5172,G,22750,G
08067,54,54----,320,1333,G,22349,G,113792,G
08067,55,55----,12,272,J,3091,J,12310,J
08067,56,56----,137,656,G,6220,G,35487,G
08067,61,61----,50,343,G,2937,G,12862,G
08067,62,62----,256,2921,H,48296,G,197773,H
08067,71,71----,65,583,H,3907,H,22575,H
08067,72,72----,232,4193,G,28662,G,118534,G
08067,81,81----,205,994,G,8490,G,36512,G
08067,99,99----,4,13,G,110,G,379,G
08069,TOTAL,------,11764,139517,G,2170487,G,8767225,G
08069,11,11----,26,101,H,785,G,3509,H
08069,21,21----,47,415,H,7842,G,32377,G
08069,22,22----,12,265,G,6565,G,27397,G
08069,23,23----,1371,10417,G,170448,G,745875,G
08069,31,31----,435,13799,G,339429,G,1212556,G
08069,42,42----,372,8132,G,318821,H,1215813,H
08069,44,44----,1252,21067,G,201124,G,823106,G
08069,48,48----,187,3907,H,50555,H,193501,G
08069,51,51----,214,2899,G,73590,G,251051,G
08069,52,52----,646,3573,G,86966,G,342346,G
08069,53,53----,857,2780,G,53642,H,252076,H
08069,54,54----,1809,10822,G,209448,G,946703,G
08069,55,55----,53,2475,H,65483,J,196647,H
08069,56,56----,608,7007,G,74712,G,308296,G
08069,61,61----,185,2433,G,18418,G,80998,G
08069,62,62----,1317,20408,G,289220,G,1236787,G
08069,71,71----,265,2759,G,16380,G,73615,G
08069,72,72----,1021,19777,G,122186,G,547869,G
08069,81,81----,1071,6468,G,64710,G,275981,G
08069,99,99----,16,13,J,163,G,722,G
08071,TOTAL,------,377,3318,G,33408,G,130529,G
08071,21,21----,6,213,H,4658,J,13272,H
08071,23,23----,35,170,G,1741,G,7645,G
08071,31,31----,6,54,G,644,H,2815,H
08071,42,42----,11,54,J,369,J,1640,J
08071,44,44----,62,895,G,7609,H,28779,H
08071,48,48----,10,32,J,364,G,1982,G
08071,51,51----,7,27,G,210,G,829,G
08071,52,52----,18,136,G,1694,H,6754,H
08071,53,53----,30,83,J,737,H,3167,H
08071,54,54----,25,67,G,608,G,2658,G
08071,56,56----,11,56,G,725,G,3088,G
08071,61,61----,3,18,J,73,G,256,G
08071,62,62----,34,701,H,9069,H,35784,H
08071,71,71----,12,30,J,252,H,1034,H
08071,72,72----,60,621,G,3170,G,14424,G
08071,81,81----,41,140,H,1098,G,4894,G
08073,TOTAL,------,153,1351,G,15593,G,61794,G
08073,22,22----,6,102,J,2932,J,9948,J
08073,23,23----,13,97,H,948,G,3767,G
08073,31,31----,4,19,J,189,J,783,J
08073,42,42----,5,37,J,656,H,2471,H
08073,44,44----,29,319,G,2932,G,11587,G
08073,48,48----,7,37,H,774,J,1965,J
08073,51,51----,6,39,G,622,J,2743,J
08073,52,52----,8,58,J,843,H,3182,G
08073,53,53----,7,10,J,45,H,235,G
08073,54,54----,13,35,J,399,H,1670,H
08073,62,62----,10,242,H,3030,J,13667,J
08073,72,72----,22,278,H,1473,H,6591,H
08073,81,81----,16,64,G,635,G,2637,G
08075,TOTAL,------,559,4827,G,55381,G,229494,G
08075,11,11----,4,24,G,193,H,1217,H
08075,21,21----,10,110,G,1830,G,8523,G
08075,22,22----,12,89,J,2274,H,8154,H
08075,23,23----,44,247,G,2897,H,13199,H
08075,31,31----,23,401,H,5461,H,24348,G
08075,42,42----,24,148,G,2172,G,9231,G
08075,44,44----,89,1111,G,9772,G,40511,G
08075,48,48----,41,206,G,4659,H,17456,H
08075,51,51----,11,49,J,533,G,2146,G
08075,52,52----,31,190,G,3734,G,13889,G
08075,53,53----,18,38,J,362,G,1385,G
08075,54,54----,30,110,G,1273,G,5144,G
08075,55,55----,3,66,H,711,H,3085,H
08075,56,56----,23,92,H,710,H,3213,G
08075,62,62----,77,1093,G,13598,H,56365,H
08075,71,71----,6,20,G,124,H,652,G
08075,72,72----,40,567,G,2877,G,11965,G
08075,81,81----,69,248,H,1950,G,8047,G
08077,TOTAL,------,4827,56737,G,741419,G,3078565,G
08077,11,11----,12,16,J,134,G,682,G
08077,21,21----,71,1224,G,31858,G,129260,H
08077,22,22----,11,186,G,4464,G,18957,G
08077,23,23----,622,5324,G,95789,G,381917,G
08077,31,31----,170,3080,H,40593,H,166610,H
08077,42,42----,218,2522,H,47736,H,191766,H
08077,44,44----,587,8957,G,85319,G,348579,G
08077,48,48----,157,2485,G,35307,G,148489,G
08077,51,51----,66,699,G,9670,H,34824,H
08077,52,52----,255,1607,G,37348,G,127501,G
08077,53,53----,380,1077,G,12163,G,52682,G
08077,54,54----,523,2328,G,32864,G,148049,G
08077,55,55----,17,433,H,14557,J,50752,H
08077,56,56----,238,2134,G,21529,G,104375,G
08077,61,61----,46,920,G,6087,G,25338,G
08077,62,62----,535,13141,H,196128,H,849881,H
08077,71,71----,80,1056,H,5157,H,18685,G
08077,72,72----,370,7061,G,41738,G,180327,G
08077,81,81----,464,2481,G,22946,G,99718,G
08077,99,99----,5,6,J,32,J,173,G
08079,TOTAL,------,75,268,G,2221,G,12774,G
08079,23,23----,7,32,J,318,H,1332,H
08079,44,44----,15,102,H,614,G,3442,G
08079,53,53----,4,8,J,82,G,338,H
08079,54,54----,4,4,J,48,H,227,G
08079,62,62----,3,13,J,122,H,487,H
08079,71,71----,5,16,G,127,J,986,J
08079,72,72----,20,60,G,600,G,4502,G
08079,81,81----,8,17,G,98,J,507,J
08081,TOTAL,------,389,3181,G,43225,G,174770,G
08081,11,11----,4,8,G,89,G,405,H
08081,21,21----,6,149,J,4153,J,16324,J
08081,22,22----,4,294,J,9393,J,35151,J
08081,23,23----,54,246,H,2930,G,14523,H
08081,31,31----,10,108,G,894,G,3616,G
08081,42,42----,23,155,H,2549,H,9480,G
08081,44,44----,61,694,H,6412,H,27191,H
08081,48,48----,23,86,H,1320,G,5551,G
08081,51,51----,8,42,H,477,H,1751,H
08081,52,52----,14,87,H,2676,G,8049,G
08081,53,53----,11,29,J,305,G,1544,G
08081,54,54----,26,77,H,524,H,2543,G
08081,56,56----,17,58,G,542,G,2457,G
08081,61,61----,4,11,J,16,J,59,H
08081,62,62----,34,545,H,7718,H,31473,H
08081,71,71----,17,39,J,175,H,1131,G
08081,72,72----,40,406,H,2111,G,8999,G
08081,81,81----,31,146,G,940,G,4369,G
08083,TOTAL,------,759,6808,G,70876,G,301443,G
08083,11,11----,5,9,J,122,J,563,J
08083,21,21----,12,113,J,3474,J,12192,H
08083,22,22----,6,110,J,2605,J,10253,J
08083,23,23----,84,464,G,6378,H,29327,H
08083,31,31----,33,293,G,2667,H,11329,H
08083,42,42----,24,220,H,4405,J,18191,J
08083,44,44----,111,1361,H,12561,H,49786,H
08083,48,48----,20,128,J,1945,J,8239,J
08083,51,51----,16,76,J,983,G,3757,G
08083,52,52----,25,168,H,2427,G,9337,G
08083,53,53----,41,114,G,1201,G,5447,G
08083,54,54----,75,278,G,3461,G,16774,G
08083,56,56----,36,138,J,1136,H,6129,H
08083,61,61----,14,99,G,748,G,3679,G
08083,62,62----,82,1286,G,15137,H,63341,H
08083,71,71----,10,18,J,224,H,1206,H
08083,72,72----,88,1670,H,9439,H,42488,H
08083,81,81----,77,263,H,1963,H,9405,H
08085,TOTAL,------,1501,14612,G,170969,G,718673,G
08085,11,11----,13,15,J,154,G,746,H
08085,21,21----,8,68,J,1155,H,4899,H
08085,22,22----,16,267,G,6318,G,25360,G
08085,23,23----,278,1937,G,26264,G,121619,G
08085,31,31----,67,1307,H,18634,H,68756,H
08085,42,42----,48,335,G,6248,G,21485,G
08085,44,44----,169,2458,G,24536,G,102161,G
08085,48,48----,56,673,H,7262,G,27944,G
08085,51,51----,23,141,G,1818,G,7287,G
08085,52,52----,58,300,G,5378,G,20534,G
08085,53,53----,78,239,G,2423,G,10967,G
08085,54,54----,143,971,G,11804,G,52900,G
08085,55,55----,5,52,G,916,H,4164,G
08085,56,56----,81,562,G,6093,G,26603,G
08085,61,61----,12,56,G,405,G,1649,G
08085,62,62----,171,2905,G,36300,G,155452,G
08085,71,71----,25,90,J,518,J,2656,H
08085,72,72----,114,1636,G,9609,G,41703,G
08085,81,81----,135,600,G,5134,G,21779,G
08087,TOTAL,------,711,10323,G,131268,G,544184,G
08087,11,11----,4,8,J,72,J,356,H
08087,21,21----,13,266,H,6789,H,26542,H
08087,22,22----,9,168,J,3774,H,16303,H
08087,23,23----,99,746,G,12032,G,55156,G
08087,31,31----,26,3311,H,45068,H,186418,H
08087,42,42----,41,331,G,5632,G,22936,G
08087,44,44----,96,1322,G,10264,G,43513,G
08087,48,48----,53,288,G,4898,G,17927,G
08087,51,51----,18,319,J,4836,J,19591,J
08087,52,52----,38,220,H,3784,H,15126,H
08087,53,53----,30,91,H,1019,G,4541,G
08087,54,54----,41,154,H,1417,H,6450,H
08087,56,56----,35,503,G,6356,G,23710,G
